Instrument,Date,Price Open,Price High,Price Low,Price Close,Volume(1000shares),turnover(1000),sma5,sma10,sma20,k,d,bias5,bias10,bias20,rsi,w%r,mtm,macd,macd_signal,macdhist,ar,br,dmi,MV%,ROI%,Market Capital,P/E,P/B,Long PSTN VAL,Short PSTN VAL,Qfii Net S/B M.Cap,Fund Net S/B M.Cap,Dealer Net S/B M.Cap,Liabilities Ratio,ROA-Comprehensive Income,ROE-Comprehensive Income,Net Income Ratio,Return on Total Assets Growth Rate - YOY,Recurring EPS,P/E Ratio at Quarter-End,Cash Dividend Yield,Dividend Yield,Current Ratio,Acid-Test Ratio,Equity Turnover,Inventory Turnover
1734.TW,2015/3/12,35.1302 ,35.1302 ,34.7399 ,34.8700 ,233.0000 ,9414.0000 ,34.7919 ,35.0435 ,34.9828 ,15.8725 ,7.4956 ,0.2244 ,-0.4950 ,-0.3223 ,44.6272 ,-66.6667 ,-0.2602 ,-0.1730 ,-0.1700 ,-0.0030 ,54.2876 ,163.4117 ,3.5618 ,1.1250 ,0.5000 ,0.0230 ,44.3900 ,2.1600 ,516447.7500 ,805.0000 ,1.6500 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/13,34.9567 ,35.5639 ,34.9567 ,35.3037 ,959.0000 ,39066.0000 ,34.8353 ,35.0175 ,34.9893 ,40.5108 ,20.3815 ,1.3446 ,0.8174 ,0.8986 ,53.2675 ,-41.3818 ,0.1735 ,-0.1308 ,-0.1622 ,0.0313 ,55.0024 ,164.6320 ,18.2458 ,1.7413 ,1.2438 ,0.0240 ,44.9400 ,2.1900 ,526624.5600 ,773.4900 ,1.7900 ,0.0000 ,-0.2400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/16,35.3471 ,35.4338 ,34.8700 ,34.8700 ,288.0000 ,11643.0000 ,34.8613 ,34.9654 ,34.9849 ,45.8947 ,34.0927 ,0.0249 ,-0.2729 ,-0.3285 ,45.6041 ,-75.8626 ,-0.2169 ,-0.1309 ,-0.1559 ,0.0250 ,54.8626 ,178.7429 ,1.5878 ,1.5971 ,-1.2285 ,0.0230 ,44.3900 ,2.1600 ,521281.6500 ,726.3000 ,1.8500 ,0.0000 ,0.1200 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/17,35.1302 ,35.1302 ,34.7399 ,34.7833 ,224.0000 ,9025.0000 ,34.9047 ,34.9177 ,34.9589 ,42.0317 ,42.8124 ,-0.3478 ,-0.3849 ,-0.5023 ,44.2340 ,-82.7556 ,0.0434 ,-0.1364 ,-0.1520 ,0.0156 ,54.5468 ,194.6603 ,1.4025 ,1.1194 ,-0.2488 ,0.0230 ,44.2800 ,2.1600 ,518017.2000 ,683.4000 ,0.0400 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/18,34.7833 ,34.9567 ,34.6965 ,34.8266 ,208.0000 ,8358.0000 ,34.9307 ,34.8874 ,34.9437 ,22.3931 ,36.7732 ,-0.2981 ,-0.1741 ,-0.3352 ,45.1208 ,-79.3131 ,0.2602 ,-0.1357 ,-0.1487 ,0.0131 ,56.7352 ,198.6354 ,1.4025 ,0.7481 ,0.1247 ,0.0230 ,44.3300 ,2.1600 ,517155.3100 ,682.2100 ,1.0800 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/19,34.8700 ,34.8700 ,34.5664 ,34.6098 ,599.0000 ,23965.0000 ,34.8787 ,34.8353 ,34.9307 ,13.6980 ,26.0410 ,-0.7709 ,-0.6474 ,-0.9187 ,41.5577 ,-96.5495 ,-0.0867 ,-0.1509 ,-0.1492 ,-0.0017 ,55.3159 ,191.9830 ,9.1574 ,0.8717 ,-0.6227 ,0.0230 ,44.0600 ,2.1500 ,513845.6400 ,679.3200 ,0.4800 ,0.0000 ,0.0400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/20,34.6098 ,35.3037 ,34.5664 ,35.2170 ,781.0000 ,31598.0000 ,34.8613 ,34.8483 ,34.9633 ,31.4518 ,22.5143 ,1.0202 ,1.0580 ,0.7257 ,52.7999 ,-34.7769 ,0.3470 ,-0.1126 ,-0.1418 ,0.0293 ,63.3755 ,160.6611 ,6.6587 ,2.1303 ,1.7544 ,0.0230 ,44.8300 ,2.1800 ,522614.0000 ,687.6500 ,2.0300 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/23,35.5639 ,35.5639 ,34.9134 ,34.9134 ,494.0000 ,20079.0000 ,34.8700 ,34.8657 ,34.9784 ,38.0479 ,27.7326 ,0.1244 ,0.1369 ,-0.1859 ,47.8441 ,-65.2130 ,-0.3903 ,-0.1056 ,-0.1346 ,0.0290 ,59.9963 ,169.6474 ,3.8444 ,1.8473 ,-0.8621 ,0.0230 ,44.4400 ,2.1700 ,523761.3300 ,690.7100 ,-0.2400 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/24,35.2603 ,35.3471 ,34.8700 ,35.0869 ,256.0000 ,10348.0000 ,34.9307 ,34.9177 ,34.9958 ,53.9911 ,41.1636 ,0.4471 ,0.4845 ,0.2604 ,50.6923 ,-47.8195 ,0.2169 ,-0.0850 ,-0.1247 ,0.0397 ,61.3314 ,157.4291 ,3.8444 ,1.3665 ,0.4969 ,0.0230 ,44.6600 ,2.1800 ,519304.5000 ,685.9500 ,1.6600 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/25,34.8700 ,34.9567 ,34.4797 ,34.5230 ,434.0000 ,17358.0000 ,34.8700 ,34.9004 ,34.9828 ,30.3204 ,40.7864 ,-0.9952 ,-1.0813 ,-1.3143 ,42.5578 ,-96.0063 ,-0.2603 ,-0.1129 ,-0.1223 ,0.0094 ,53.7949 ,179.2924 ,20.6718 ,1.3597 ,-1.6069 ,0.0230 ,43.9500 ,2.1400 ,510385.2600 ,678.8100 ,1.0000 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/26,34.4363 ,34.9567 ,34.3929 ,34.6965 ,339.0000 ,13539.0000 ,34.8874 ,34.8830 ,34.9633 ,27.3669 ,37.2261 ,-0.5471 ,-0.5347 ,-0.7629 ,45.4578 ,-74.0734 ,-0.1301 ,-0.1196 ,-0.1218 ,0.0021 ,66.8925 ,181.3710 ,20.6718 ,1.6332 ,0.5025 ,0.0230 ,44.1700 ,2.1500 ,505500.0600 ,798.2000 ,2.2800 ,0.0000 ,0.2400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/27,35.0001 ,35.0001 ,34.4363 ,34.5230 ,333.0000 ,13291.0000 ,34.7486 ,34.8050 ,34.9112 ,13.6768 ,23.7880 ,-0.6491 ,-0.8101 ,-1.1120 ,43.1137 ,-88.8898 ,-0.0868 ,-0.1374 ,-0.1249 ,-0.0125 ,58.9698 ,188.3465 ,25.3344 ,1.6250 ,-0.5000 ,0.0230 ,43.9500 ,2.1400 ,501174.5200 ,955.6800 ,-0.4800 ,0.0000 ,-0.0400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/30,34.6965 ,34.6965 ,33.4821 ,33.8291 ,649.0000 ,25336.0000 ,34.5317 ,34.7009 ,34.8331 ,18.5475 ,19.8638 ,-2.0347 ,-2.5122 ,-2.8824 ,35.2784 ,-83.3317 ,-1.3879 ,-0.2051 ,-0.1409 ,-0.0642 ,50.2788 ,195.5299 ,40.4179 ,3.5176 ,-2.0101 ,0.0230 ,43.0600 ,2.1000 ,488382.3900 ,1990.5300 ,0.6200 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/31,34.0026 ,34.0026 ,33.0484 ,33.3520 ,631.0000 ,24302.0000 ,34.1847 ,34.5577 ,34.7377 ,15.0906 ,15.7716 ,-2.4359 ,-3.4890 ,-3.9891 ,31.0942 ,-87.9308 ,-1.5614 ,-0.2939 ,-0.1715 ,-0.1223 ,45.1244 ,207.5857 ,48.1706 ,2.8205 ,-1.4103 ,0.0220 ,42.4500 ,2.0700 ,480692.1600 ,2270.3200 ,-1.2700 ,0.0000 ,0.0400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/4/1,33.7857 ,34.3929 ,33.3954 ,34.2628 ,996.0000 ,39198.0000 ,34.1327 ,34.5014 ,34.6944 ,32.1281 ,21.9221 ,0.3812 ,-0.6914 ,-1.2439 ,44.6024 ,-51.7233 ,-0.8241 ,-0.2874 ,-0.1947 ,-0.0927 ,48.7654 ,174.5315 ,32.9321 ,2.9909 ,2.7308 ,0.0230 ,43.6100 ,2.1200 ,479357.9000 ,2793.1400 ,31.3200 ,0.0000 ,0.0800 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/2,34.5230 ,34.6531 ,34.3496 ,34.4363 ,400.0000 ,15899.0000 ,34.0806 ,34.4840 ,34.6597 ,49.6302 ,32.2830 ,1.0436 ,-0.1383 ,-0.6444 ,46.7441 ,-44.8261 ,-0.0867 ,-0.2652 ,-0.2088 ,-0.0564 ,46.5997 ,172.0603 ,23.7917 ,0.8861 ,0.5063 ,0.0230 ,43.8400 ,2.1400 ,482642.3000 ,2344.6600 ,7.2700 ,0.0000 ,0.1600 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/7,34.6531 ,34.6531 ,34.2628 ,34.5664 ,509.0000 ,20285.0000 ,34.0893 ,34.4189 ,34.6336 ,75.1470 ,52.3018 ,1.3995 ,0.4284 ,-0.1941 ,48.3565 ,-39.6541 ,-0.1301 ,-0.2344 ,-0.2139 ,-0.0205 ,46.8271 ,168.7418 ,23.7917 ,1.1335 ,0.3778 ,0.0230 ,44.0000 ,2.1400 ,479828.8000 ,2029.8000 ,8.9300 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/8,34.5664 ,34.9567 ,34.5664 ,34.7399 ,626.0000 ,25105.0000 ,34.2715 ,34.4016 ,34.6336 ,83.9525 ,69.5766 ,1.3668 ,0.9834 ,0.3068 ,50.5084 ,-32.7569 ,0.2169 ,-0.1938 ,-0.2099 ,0.0161 ,46.5334 ,190.1851 ,13.2539 ,1.1292 ,0.5019 ,0.0230 ,44.2200 ,2.1500 ,479597.2800 ,1563.1200 ,13.3000 ,0.0000 ,-0.0400 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/9,34.7833 ,34.8700 ,34.5230 ,34.5230 ,340.0000 ,13629.0000 ,34.5057 ,34.3452 ,34.6315 ,84.3223 ,81.1406 ,0.0502 ,0.5177 ,-0.3132 ,47.8254 ,-41.3794 ,0.6939 ,-0.1771 ,-0.2033 ,0.0263 ,47.7130 ,193.9330 ,18.5860 ,0.9988 ,-0.6242 ,0.0230 ,43.9500 ,2.1400 ,477197.6300 ,840.6300 ,2.9500 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/10,34.6965 ,34.6965 ,34.0893 ,34.2628 ,217.0000 ,8615.0000 ,34.5057 ,34.3192 ,34.6098 ,60.2878 ,76.1875 ,-0.7039 ,-0.1643 ,-1.0025 ,44.7542 ,-51.7233 ,0.9108 ,-0.1827 ,-0.1992 ,0.0165 ,44.4423 ,193.1260 ,24.5756 ,1.7588 ,-0.7538 ,0.0230 ,43.6100 ,2.1200 ,472588.5600 ,0.0000 ,1.3000 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/13,33.8291 ,34.3496 ,33.8291 ,34.0026 ,225.0000 ,8830.0000 ,34.4189 ,34.2498 ,34.5664 ,35.8703 ,60.1601 ,-1.2096 ,-0.7217 ,-1.6311 ,41.8593 ,-62.0672 ,-0.2602 ,-0.2058 ,-0.2005 ,-0.0053 ,52.2600 ,185.8376 ,30.1127 ,1.5190 ,-0.7595 ,0.0230 ,43.2800 ,2.1100 ,467585.2500 ,0.0000 ,1.2200 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/14,34.0460 ,34.4363 ,34.0460 ,34.4363 ,241.0000 ,9526.0000 ,34.3929 ,34.2411 ,34.5230 ,29.7460 ,41.9680 ,0.1261 ,0.5700 ,-0.2512 ,47.9077 ,-39.6224 ,0.0000 ,-0.1869 ,-0.1978 ,0.0109 ,53.7662 ,166.0765 ,26.7731 ,1.1480 ,1.2755 ,0.0230 ,43.8400 ,2.1400 ,472254.5600 ,0.0000 ,0.7500 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/15,34.6098 ,34.6531 ,34.2628 ,34.2628 ,340.0000 ,13534.0000 ,34.2975 ,34.2845 ,34.4927 ,36.9671 ,34.1945 ,-0.1012 ,-0.0633 ,-0.6664 ,45.8526 ,-37.7773 ,-0.3036 ,-0.1839 ,-0.1950 ,0.0112 ,54.8186 ,167.5343 ,18.5772 ,1.1335 ,-0.5038 ,0.0230 ,43.6100 ,2.1200 ,475647.0000 ,0.0000 ,0.2800 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/16,34.2628 ,34.2628 ,33.8291 ,33.9592 ,335.0000 ,13150.0000 ,34.1847 ,34.3452 ,34.4515 ,36.8379 ,34.5170 ,-0.6598 ,-1.1239 ,-1.4289 ,42.4233 ,-53.3330 ,-0.7807 ,-0.2036 ,-0.1967 ,-0.0069 ,53.9964 ,163.2390 ,25.8105 ,1.2658 ,-0.8861 ,0.0230 ,43.2300 ,2.1100 ,465655.5800 ,391.9000 ,-0.3100 ,0.0000 ,-0.3900 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/17,34.0893 ,34.0893 ,33.4388 ,33.4388 ,443.0000 ,17219.0000 ,34.0199 ,34.2628 ,34.3821 ,18.8882 ,30.8977 ,-1.7082 ,-2.4050 ,-2.7435 ,37.2769 ,-79.9969 ,-1.0842 ,-0.2582 ,-0.2090 ,-0.0492 ,49.7601 ,170.0753 ,36.2627 ,1.9157 ,-1.5326 ,0.0220 ,42.5700 ,2.0700 ,461334.4700 ,737.3900 ,-1.3100 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/20,33.3954 ,33.7424 ,33.2219 ,33.5689 ,246.0000 ,9520.0000 ,33.9332 ,34.1761 ,34.3300 ,13.0814 ,22.9358 ,-1.0736 ,-1.7766 ,-2.2171 ,39.2607 ,-72.7244 ,-0.6939 ,-0.2877 ,-0.2248 ,-0.0630 ,51.1604 ,166.3826 ,36.2627 ,1.5564 ,0.3891 ,0.0220 ,42.7300 ,2.0800 ,458214.6600 ,1157.4000 ,-1.1200 ,0.0000 ,0.0400 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/21,33.8291 ,33.9158 ,33.1785 ,33.7857 ,296.0000 ,11429.0000 ,33.8031 ,34.0980 ,34.2585 ,21.8076 ,17.9257 ,-0.0514 ,-0.9159 ,-1.3800 ,42.5230 ,-61.3635 ,-0.2169 ,-0.2903 ,-0.2379 ,-0.0524 ,50.6755 ,150.3658 ,29.2271 ,2.1964 ,0.6460 ,0.0230 ,43.0100 ,2.1000 ,458811.7200 ,1617.8400 ,-2.9600 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/22,33.7857 ,33.7857 ,33.1785 ,33.2653 ,288.0000 ,11111.0000 ,33.6036 ,33.9505 ,34.1761 ,24.4759 ,19.7883 ,-1.0067 ,-2.0183 ,-2.6649 ,37.3388 ,-95.1187 ,-1.1710 ,-0.3305 ,-0.2564 ,-0.0741 ,41.6990 ,162.1927 ,39.3485 ,1.7972 ,-1.5404 ,0.0220 ,42.3400 ,2.0600 ,460575.5000 ,1655.5000 ,-2.3000 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/23,33.1785 ,33.4821 ,33.1785 ,33.2653 ,281.0000 ,10821.0000 ,33.4648 ,33.8248 ,34.0850 ,19.5708 ,21.9514 ,-0.5961 ,-1.6540 ,-2.4048 ,37.3388 ,-95.1187 ,-0.9975 ,-0.3582 ,-0.2768 ,-0.0814 ,45.9794 ,153.4745 ,39.3485 ,0.9126 ,0.0000 ,0.0220 ,42.3400 ,2.0600 ,459106.0100 ,1765.9400 ,-1.2700 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/24,33.3954 ,33.4821 ,33.1785 ,33.2653 ,332.0000 ,12771.0000 ,33.4301 ,33.7250 ,34.0221 ,9.7693 ,17.9387 ,-0.4930 ,-1.3631 ,-2.2244 ,37.3388 ,-95.1187 ,-0.6939 ,-0.3758 ,-0.2966 ,-0.0793 ,47.7237 ,149.9858 ,39.3485 ,0.9126 ,0.0000 ,0.0210 ,42.3400 ,2.0600 ,455232.0000 ,1305.6000 ,1.7600 ,0.0000 ,0.1900 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/27,33.5689 ,34.1327 ,33.4821 ,33.7857 ,633.0000 ,24727.0000 ,33.4735 ,33.7033 ,33.9766 ,28.3124 ,19.2175 ,0.9328 ,0.2444 ,-0.5617 ,45.6193 ,-65.8531 ,0.3469 ,-0.3438 ,-0.3060 ,-0.0378 ,51.8152 ,149.2404 ,13.9113 ,1.9557 ,1.5645 ,0.0220 ,43.0100 ,2.1000 ,464338.0000 ,1209.6200 ,1.0500 ,0.0000 ,0.0800 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/28,33.7857 ,33.9592 ,33.3954 ,33.3954 ,268.0000 ,10406.0000 ,33.3954 ,33.5992 ,33.9202 ,32.7127 ,23.5982 ,0.0000 ,-0.6067 ,-1.5471 ,41.2198 ,-87.1771 ,-0.1735 ,-0.3460 ,-0.3140 ,-0.0320 ,53.1506 ,155.6262 ,22.9930 ,1.6688 ,-1.1553 ,0.0210 ,42.5100 ,2.0700 ,460521.6600 ,1281.0600 ,0.8500 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/29,33.3954 ,33.5689 ,33.0918 ,33.1785 ,396.0000 ,15223.0000 ,33.3780 ,33.4908 ,33.8877 ,31.5650 ,30.8634 ,-0.5978 ,-0.9325 ,-2.0927 ,38.9705 ,-94.5971 ,-0.6072 ,-0.3611 ,-0.3234 ,-0.0376 ,46.4894 ,178.3230 ,27.5661 ,1.4286 ,-0.6494 ,0.0220 ,42.2300 ,2.0600 ,454831.0000 ,1342.2500 ,1.9900 ,0.0000 ,0.2300 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/4/30,33.4821 ,33.4821 ,33.1785 ,33.4388 ,242.0000 ,9317.0000 ,33.4127 ,33.4388 ,33.8920 ,21.4656 ,28.5811 ,0.0780 ,0.0001 ,-1.3372 ,42.9910 ,-77.7749 ,0.1735 ,-0.3480 ,-0.3283 ,-0.0196 ,48.1796 ,158.7184 ,27.5661 ,0.9150 ,0.7843 ,0.0220 ,42.5700 ,2.0700 ,455132.6500 ,1307.3000 ,1.6200 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/5/4,33.3954 ,33.3954 ,32.9617 ,32.9617 ,395.0000 ,15088.0000 ,33.3520 ,33.3911 ,33.8269 ,13.8886 ,22.3064 ,-1.1703 ,-1.2859 ,-2.5578 ,38.0440 ,-100.0000 ,-0.3036 ,-0.3718 ,-0.3370 ,-0.0348 ,47.0558 ,168.5842 ,37.0957 ,1.2970 ,-1.4267 ,0.0210 ,41.9600 ,2.0400 ,449670.6000 ,1525.6000 ,0.0000 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/5/5,32.9617 ,32.9617 ,32.0075 ,32.2244 ,1013.0000 ,37734.0000 ,33.0398 ,33.2566 ,33.7163 ,14.8166 ,16.7236 ,-2.4678 ,-3.1038 ,-4.4250 ,31.9293 ,-91.8015 ,-1.0409 ,-0.4451 ,-0.3586 ,-0.0864 ,43.5870 ,168.7860 ,48.3949 ,2.8947 ,-2.2368 ,0.0210 ,41.0200 ,2.0000 ,432421.9600 ,4131.4200 ,0.9300 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/5/6,31.9642 ,32.0075 ,31.3570 ,31.6606 ,811.0000 ,29597.0000 ,32.6928 ,33.0441 ,33.5711 ,8.2797 ,12.3283 ,-3.1573 ,-4.1868 ,-5.6908 ,28.1971 ,-89.5519 ,-2.1251 ,-0.5424 ,-0.3954 ,-0.1470 ,36.8395 ,170.3851 ,55.0447 ,2.0188 ,-1.7497 ,0.0210 ,40.3000 ,1.9600 ,414777.6000 ,3064.3200 ,-1.2400 ,0.0000 ,0.0400 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/5/7,31.5305 ,31.6172 ,30.3595 ,30.6630 ,1043.0000 ,37135.0000 ,32.1897 ,32.7839 ,33.3672 ,11.5195 ,11.5386 ,-4.7428 ,-6.4692 ,-8.1044 ,23.0607 ,-91.9564 ,-2.7324 ,-0.6920 ,-0.4547 ,-0.2373 ,35.6293 ,172.2953 ,63.9072 ,3.9726 ,-3.1507 ,0.0200 ,39.0300 ,1.9000 ,396788.1600 ,3095.4600 ,-1.2700 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/5/8,30.6630 ,30.8799 ,30.1860 ,30.1860 ,848.0000 ,29891.0000 ,31.5391 ,32.4759 ,33.1504 ,7.8151 ,9.2048 ,-4.2904 ,-7.0512 ,-8.9422 ,21.0831 ,-100.0000 ,-2.9925 ,-0.8394 ,-0.5316 ,-0.3078 ,40.1616 ,180.3152 ,67.2335 ,2.2631 ,-1.5559 ,0.0200 ,38.4200 ,1.8700 ,391188.5400 ,2923.2600 ,-0.0300 ,0.0000 ,0.0000 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
1734.TW,2015/5/11,30.2293 ,30.3595 ,28.1476 ,28.1909 ,1348.0000 ,44588.0000 ,30.5850 ,31.9685 ,32.8468 ,3.5396 ,7.6247 ,-7.8276 ,-11.8166 ,-14.1745 ,15.2085 ,-99.2765 ,-5.2479 ,-1.1045 ,-0.6462 ,-0.4583 ,37.4065 ,219.8167 ,76.8452 ,7.3276 ,-6.6092 ,0.0190 ,35.8900 ,1.7500 ,345052.3800 ,2976.3000 ,0.1000 ,0.0000 ,0.0700 ,37.3000 ,-2.16,-3.36,-5.4500 ,-1.2800 ,0.0400 ,81.1300 ,2.6300 ,2.6300 ,236.3100 ,158.5400 ,0.0900 ,0.4500 
